Day,Date,Last Price,Volume,SMAVG(15)
Tu,3/20/18,,,
Mo,3/19/18,2712.92,634.089M,681.418M
,,,,
Fr,3/16/18,2752.01,1.679B,676.455M
Th,3/15/18,2747.33,517.767M,597.113M
We,3/14/18,2749.48,587.912M,598.557M
Tu,3/13/18,2765.31,604.761M,599.027M
Mo,3/12/18,2783.02,586.467M,596.8M
,,,,
Fr,3/9/18,2786.57,580.605M,602.361M
Th,3/8/18,2738.97,525.023M,601.761M
We,3/7/18,2726.8,569.776M,608.917M
Tu,3/6/18,2728.12,559.826M,606.85M
Mo,3/5/18,2720.94,619.738M,620.044M
,,,,
Fr,3/2/18,2691.25,646.045M,644.48M
Th,3/1/18,2677.67,737.842M,660.118M
We,2/28/18,2713.83,750.779M,661.999M
Tu,2/27/18,2744.28,621.882M,684.624M
Mo,2/26/18,2779.6,559.643M,709.883M
,,,,
Fr,2/23/18,2747.3,488.629M,720.074M
Th,2/22/18,2703.96,539.433M,729.032M
We,2/21/18,2701.33,594.961M,747.419M
Tu,2/20/18,2716.26,571.355M,747.816M
,,,,
Fr,2/16/18,2732.22,669.883M,746.038M
Th,2/15/18,2731.2,571.607M,739.34M
We,2/14/18,2698.63,632.362M,738.163M
Tu,2/13/18,2662.94,538.762M,736.626M
Mo,2/12/18,2656,757.737M,737.108M
,,,,
Fr,2/9/18,2619.55,986.284M,726.816M
Th,2/8/18,2581,880.613M,711.325M
We,2/7/18,2681.66,766.057M,692.105M
Tu,2/6/18,2695.14,1.09B,683.268M
Mo,2/5/18,2648.94,1.001B,658.03M
,,,,
Fr,2/2/18,2762.13,712.515M,630.186M
Th,2/1/18,2821.98,623.002M,615.601M
We,1/31/18,2823.81,815.231M,609.392M
Tu,1/30/18,2822.43,600.918M,589.015M
Mo,1/29/18,2853.53,544.693M,584.36M
,,,,
Fr,1/26/18,2872.87,569.404M,583.712M
Th,1/25/18,2839.25,553.949M,583.172M
We,1/24/18,2837.54,609.308M,582.255M
Tu,1/23/18,2839.13,545.995M,575.892M
Mo,1/22/18,2832.97,603.358M,570.213M
,,,,
Fr,1/19/18,2810.3,753.915M,549.725M
Th,1/18/18,2798.03,592.317M,521.817M
We,1/17/18,2802.56,633.507M,503.016M
Tu,1/16/18,2776.42,711.574M,487.694M
,,,,
Fr,1/12/18,2786.24,583.104M,474.36M
Th,1/11/18,2767.56,493.748M,470.248M
We,1/10/18,2748.23,529.856M,474.43M
Tu,1/9/18,2751.29,509.578M,479.675M
Mo,1/8/18,2747.71,531.092M,556.062M
,,,,
Fr,1/5/18,2743.15,534.97M,555.93M
Th,1/4/18,2723.99,561.304M,557.009M
We,1/3/18,2713.06,540.193M,556.5M
Tu,1/2/18,2695.81,513.864M,554.524M
,,,,
Fr,12/29/17,2673.61,460.819M,552.94M
Th,12/28/17,2687.54,296.035M,557.289M
We,12/27/17,2682.62,335.29M,572.991M
Tu,12/26/17,2680.5,310.308M,592.865M
,,,,
Fr,12/22/17,2683.34,403.669M,620.496M
Th,12/21/17,2684.57,511.566M,638.294M
We,12/20/17,2679.25,521.434M,673.624M
Tu,12/19/17,2681.47,556.473M,682.436M
Mo,12/18/17,2690.16,608.529M,681.523M
,,,,
Fr,12/15/17,2675.81,1.655B,673.074M
Th,12/14/17,2652.01,529.124M,576.341M
We,12/13/17,2662.85,551.155M,569.169M
Tu,12/12/17,2664.11,553.661M,566.138M
Mo,12/11/17,2659.99,510.557M,560.32M
,,,,
Fr,12/8/17,2651.5,490.109M,565.615M
Th,12/7/17,2636.98,526.054M,566.143M
We,12/6/17,2629.27,531.558M,565.913M
Tu,12/5/17,2629.57,633.406M,566.083M
Mo,12/4/17,2639.44,724.763M,557.822M
,,,,
Fr,12/1/17,2642.22,670.644M,543.807M
Th,11/30/17,2647.58,1.042B,534.713M
We,11/29/17,2626.07,653.622M,499.278M
Tu,11/28/17,2627.04,542.768M,492.147M
Mo,11/27/17,2601.42,481.797M,493.515M
,,,,
Fr,11/24/17,2602.42,204.38M,496.222M
We,11/22/17,2597.08,421.544M,521.824M
Tu,11/21/17,2599.03,505.692M,530.166M
Mo,11/20/17,2582.14,466.385M,538.137M
,,,,
Fr,11/17/17,2578.85,589.986M,545.008M
Th,11/16/17,2585.64,498.027M,548.716M
We,11/15/17,2564.62,522.6M,553.099M
Tu,11/14/17,2578.87,534.119M,559.15M
Mo,11/13/17,2584.84,509.487M,557.163M
,,,,
Fr,11/10/17,2582.3,514.541M,557.589M
Th,11/9/17,2584.62,534.23M,565.373M
We,11/8/17,2594.38,509.992M,561.432M
Tu,11/7/17,2590.64,546.662M,555.843M
Mo,11/6/17,2591.13,563.277M,548.998M
,,,,
Fr,11/3/17,2587.84,522.406M,540.535M
Th,11/2/17,2579.85,588.411M,538.91M
We,11/1/17,2579.36,546.676M,536.272M
Tu,10/31/17,2575.26,625.261M,532.242M
Mo,10/30/17,2572.83,569.442M,519.181M
,,,,
Fr,10/27/17,2581.07,645.608M,507.739M
Th,10/26/17,2560.4,563.773M,494.855M
We,10/25/17,2557.15,613.367M,487.572M
Tu,10/24/17,2569.13,504.319M,475.753M
Mo,10/23/17,2564.98,515.87M,470.439M
,,,,
Fr,10/20/17,2575.21,631.305M,467.467M
Th,10/19/17,2562.1,475.108M,460.927M
We,10/18/17,2561.26,426.16M,460.558M
Tu,10/17/17,2559.36,443.987M,466.971M
Mo,10/16/17,2557.64,436.333M,468.774M
,,,,
Fr,10/13/17,2553.17,498.032M,477.19M
Th,10/12/17,2550.93,548.845M,474.186M
We,10/11/17,2555.24,486.226M,468.534M
Tu,10/10/17,2550.64,429.348M,472.01M
Mo,10/9/17,2544.73,397.803M,476.817M
,,,,
Fr,10/6/17,2549.33,452.348M,484.802M
Th,10/5/17,2552.07,454.53M,550.348M
We,10/4/17,2537.74,436.085M,555.606M
Tu,10/3/17,2534.58,424.599M,559.343M
Mo,10/2/17,2529.12,471.297M,563.764M
,,,,
Fr,9/29/17,2519.36,533.211M,566.723M
Th,9/28/17,2510.06,469.559M,564.638M
We,9/27/17,2507.04,522.365M,567.76M
Tu,9/26/17,2496.84,471.033M,568.871M
Mo,9/25/17,2496.66,562.565M,574.411M
,,,,
Fr,9/22/17,2502.22,452.975M,563.781M
Th,9/21/17,2500.6,464.068M,576.596M
We,9/20/17,2508.24,538.367M,573.103M
Tu,9/19/17,2506.65,501.443M,564.181M
Mo,9/18/17,2503.87,517.578M,559.02M
,,,,
Fr,9/15/17,2500.23,1.436B,552.793M
Th,9/14/17,2495.62,533.391M,488.426M
We,9/13/17,2498.37,492.139M,481.478M
Tu,9/12/17,2496.48,490.924M,477.302M
Mo,9/11/17,2488.11,515.684M,475.34M
,,,,
Fr,9/8/17,2461.43,501.931M,481.279M
Th,9/7/17,2465.1,516.387M,482.625M
We,9/6/17,2465.54,539.031M,478.056M
Tu,9/5/17,2457.85,554.135M,471.475M
,,,,
Fr,9/1/17,2476.55,403.109M,465.223M
Th,8/31/17,2471.65,645.209M,467.832M
We,8/30/17,2457.59,411.66M,461.09M
Tu,8/29/17,2446.3,404.55M,464.49M
Mo,8/28/17,2444.24,424.022M,468.168M
,,,,
Fr,8/25/17,2443.05,424.179M,469.999M
Th,8/24/17,2438.97,470.045M,474.872M
We,8/23/17,2444.04,429.163M,477.664M
Tu,8/22/17,2452.51,429.507M,485.694M
Mo,8/21/17,2428.37,461.494M,491.79M
,,,,
Fr,8/18/17,2425.55,604.768M,507.146M
Th,8/17/17,2430.01,522.122M,500.539M
We,8/16/17,2468.11,447.838M,509.384M
Tu,8/15/17,2464.61,440.317M,515.939M
Mo,8/14/17,2465.84,460.363M,529.861M
,,,,
Fr,8/11/17,2441.32,442.235M,538.262M
Th,8/10/17,2438.21,544.085M,546.267M
We,8/9/17,2474.02,462.661M,544.056M
Tu,8/8/17,2474.92,459.725M,544.316M
Mo,8/7/17,2480.91,451.477M,542.648M
,,,,
Fr,8/4/17,2476.83,497.282M,541.673M
Th,8/3/17,2472.16,511.922M,537.815M
We,8/2/17,2477.57,549.614M,536.185M
Tu,8/1/17,2476.35,520.941M,532.347M
Mo,7/31/17,2470.3,691.835M,528.492M
,,,,
Fr,7/28/17,2472.1,505.672M,515.089M
Th,7/27/17,2475.42,654.796M,511.919M
We,7/26/17,2477.83,546.161M,505.201M
Tu,7/25/17,2477.13,649.139M,506.685M
Mo,7/24/17,2469.91,586.388M,486.141M
,,,,
Fr,7/21/17,2472.54,562.308M,489.801M
Th,7/20/17,2473.45,510.915M,494.153M
We,7/19/17,2473.83,466.562M,494.151M
Tu,7/18/17,2460.61,434.71M,499.487M
Mo,7/17/17,2459.14,436.852M,502.737M
,,,,
Fr,7/14/17,2459.27,439.411M,544.185M
Th,7/13/17,2447.83,487.475M,550.069M
We,7/12/17,2443.25,492.047M,552.941M
Tu,7/11/17,2425.53,463.115M,553.838M
Mo,7/10/17,2427.43,490.787M,557.191M
,,,,
Fr,7/7/17,2425.18,458.122M,632.056M
Th,7/6/17,2409.75,554.02M,641.188M
We,7/5/17,2432.54,568.418M,644.993M
Mo,7/3/17,2429.01,340.989M,652.042M
,,,,
Fr,6/30/17,2423.41,641.279M,678.072M
Th,6/29/17,2419.7,627.587M,685.659M
We,6/28/17,2440.69,510.888M,687.542M
Tu,6/27/17,2419.38,546.61M,691.39M
Mo,6/26/17,2439.07,483.461M,690.33M
,,,,
Fr,6/23/17,2438.3,1.059B,687.705M
Th,6/22/17,2434.5,527.671M,654.719M
We,6/21/17,2435.61,530.55M,657.828M
Tu,6/20/17,2437.03,505.506M,683.966M
Mo,6/19/17,2453.46,513.417M,681.741M
,,,,
Fr,6/16/17,2433.15,1.614B,674.172M
Th,6/15/17,2432.46,595.105M,600.586M
We,6/14/17,2437.92,611.088M,591.805M
Tu,6/13/17,2440.35,674.153M,582.159M
Mo,6/12/17,2429.39,731.444M,570.224M
,,,,
Fr,6/9/17,2431.77,755.078M,568.855M
Th,6/8/17,2433.79,655.84M,558.755M
We,6/7/17,2433.14,568.595M,562.039M
Tu,6/6/17,2429.33,530.72M,557.787M
Mo,6/5/17,2436.1,444.088M,556.511M
,,,,
Fr,6/2/17,2439.07,563.766M,557.495M
Th,6/1/17,2430.06,574.309M,554.106M
We,5/31/17,2411.8,922.618M,548.743M
Tu,5/30/17,2412.91,472.129M,520.158M
,,,,
Fr,5/26/17,2415.82,399.885M,522.785M
Th,5/25/17,2415.07,509.98M,527.928M
We,5/24/17,2404.39,463.388M,531.492M
Tu,5/23/17,2398.42,466.397M,538.81M
Mo,5/22/17,2394.02,495.129M,547.092M
,,,,
Fr,5/19/17,2381.73,710.909M,547.188M
Th,5/18/17,2365.72,603.569M,542.977M
We,5/17/17,2357.03,705.109M,540.148M
Tu,5/16/17,2400.67,504.811M,530.57M
Mo,5/15/17,2402.32,511.578M,535.775M
,,,,
Fr,5/12/17,2390.9,458.846M,540.963M
Th,5/11/17,2394.44,512.933M,551.466M
We,5/10/17,2399.63,493.871M,554.643M
Tu,5/9/17,2396.92,493.834M,555.584M
Mo,5/8/17,2399.38,511.529M,553.798M
,,,,
Fr,5/5/17,2399.29,477.041M,549.323M
Th,5/4/17,2389.52,563.427M,548.971M
We,5/3/17,2388.13,573.168M,544.956M
Tu,5/2/17,2391.17,590.628M,538.807M
Mo,5/1/17,2388.33,496.56M,528.249M
,,,,
Fr,4/28/17,2384.2,647.742M,526.029M
Th,4/27/17,2388.77,561.146M,517.615M
We,4/26/17,2387.45,561.433M,517.269M
Tu,4/25/17,2388.61,582.878M,511.983M
Mo,4/24/17,2374.15,589.41M,515.741M
,,,,
Fr,4/21/17,2348.69,616.383M,517.771M
Th,4/20/17,2355.84,560.587M,509.278M
We,4/19/17,2338.17,507.986M,501.819M
Tu,4/18/17,2342.19,467.053M,502.21M
Mo,4/17/17,2349.01,444.402M,507.314M
,,,,
Th,4/13/17,2328.95,471.754M,514.933M
We,4/12/17,2344.93,503.214M,518.004M
Tu,4/11/17,2353.78,480.922M,522.797M
Mo,4/10/17,2357.16,432.267M,534.953M
,,,,
Fr,4/7/17,2355.54,463.261M,538.906M
Th,4/6/17,2357.49,521.533M,615.584M
We,4/5/17,2352.95,555.958M,614.374M
Tu,4/4/17,2360.16,482.139M,613.224M
Mo,4/3/17,2358.84,639.247M,610.825M
,,,,
Fr,3/31/17,2362.72,619.867M,599.645M
Th,3/30/17,2368.06,488.975M,593.833M
We,3/29/17,2361.13,448.71M,595.548M
Tu,3/28/17,2358.57,513.845M,602.072M
Mo,3/27/17,2341.59,543.614M,601.02M
,,,,
Fr,3/24/17,2343.98,558.692M,599.376M
Th,3/23/17,2345.96,517.825M,594.905M
We,3/22/17,2348.45,575.103M,595.691M
Tu,3/21/17,2344.02,663.26M,601.245M
Mo,3/20/17,2373.47,491.569M,608.318M
,,,,
Fr,3/17/17,2378.25,1.613B,608.028M
Th,3/16/17,2381.38,503.387M,541.177M
We,3/15/17,2385.26,538.716M,544.428M
Tu,3/14/17,2365.45,446.149M,543.268M
Mo,3/13/17,2373.47,471.549M,552.096M
,,,,
Fr,3/10/17,2372.6,532.686M,565.076M
Th,3/9/17,2364.87,514.693M,565.357M
We,3/8/17,2362.98,546.572M,569.45M
Tu,3/7/17,2368.39,498.068M,569.499M
Mo,3/6/17,2375.31,518.956M,569.784M
,,,,
Fr,3/3/17,2383.12,491.617M,569.381M
Th,3/2/17,2381.92,529.614M,572.402M
We,3/1/17,2395.96,658.417M,572.698M
Tu,2/28/17,2363.64,769.353M,564.528M
Mo,2/27/17,2369.75,487.224M,547.534M
,,,,
Fr,2/24/17,2367.34,610.654M,552.782M
Th,2/23/17,2363.81,552.145M,550.889M
We,2/22/17,2362.82,521.32M,555.038M
Tu,2/21/17,2365.38,578.578M,571.132M
,,,,
Fr,2/17/17,2351.16,666.247M,569.93M
Th,2/16/17,2347.22,536.903M,560.014M
We,2/15/17,2349.25,576.084M,563.525M
Tu,2/14/17,2337.58,547.311M,566.887M
Mo,2/13/17,2328.25,502.337M,568.476M
,,,,
Fr,2/10/17,2316.1,512.915M,570.643M
Th,2/9/17,2307.87,536.922M,584.476M
We,2/8/17,2294.67,534.058M,582.796M
Tu,2/7/17,2293.08,535.87M,581.2M
Mo,2/6/17,2292.56,514.444M,585.97M
,,,,
Fr,2/3/17,2297.42,565.946M,584.105M
Th,2/2/17,2280.85,582.253M,578.269M
We,2/1/17,2279.55,614.381M,576.083M
Tu,1/31/17,2278.87,762.734M,574.889M
Mo,1/30/17,2280.9,560.541M,559.529M
,,,,
Fr,1/27/17,2294.69,517.518M,554.507M
Th,1/26/17,2296.68,589.562M,558.238M
We,1/25/17,2298.37,626.51M,557.145M
Tu,1/24/17,2280.07,571.145M,558.659M
Mo,1/23/17,2265.2,534.84M,556.902M
,,,,
Fr,1/20/17,2271.31,720.417M,544.244M
Th,1/19/17,2263.69,511.724M,521.652M
We,1/18/17,2271.89,510.12M,507.533M
Tu,1/17/17,2267.89,607.414M,493.832M
,,,,
Fr,1/13/17,2274.64,486.472M,485.399M
Th,1/12/17,2270.44,478.404M,481.809M
We,1/11/17,2275.32,549.468M,484.462M
Tu,1/10/17,2268.9,596.464M,481.377M
Mo,1/9/17,2268.9,532.333M,541.448M
,,,,
Fr,1/6/17,2276.98,485.215M,549.55M
Th,1/5/17,2269,573.476M,564.81M
We,1/4/17,2270.75,573.172M,566.081M
Tu,1/3/17,2257.83,649.219M,569.996M
,,,,
Fr,12/30/16,2238.83,544.798M,563.805M
Th,12/29/16,2249.26,344.969M,569.503M
We,12/28/16,2249.92,381.535M,593.856M
Tu,12/27/16,2268.88,299.941M,605.254M
,,,,
Fr,12/23/16,2263.79,304.6M,627.121M
Th,12/22/16,2260.96,480.912M,646.372M
We,12/21/16,2265.18,432.626M,664.372M
Tu,12/20/16,2270.76,518.207M,706.208M
Mo,12/19/16,2262.53,503.192M,710.925M
,,,,
Fr,12/16/16,2258.07,1.498B,715.181M
Th,12/15/16,2262.03,653.863M,632.879M
We,12/14/16,2253.28,714.113M,624.402M
Tu,12/13/16,2271.72,592.54M,616.753M
Mo,12/12/16,2256.96,631.895M,615.791M
,,,,
Fr,12/9/16,2259.53,556.354M,618.775M
Th,12/8/16,2246.19,630.279M,620.096M
We,12/7/16,2241.35,710.26M,616.779M
Tu,12/6/16,2212.23,552.503M,615.718M
Mo,12/5/16,2204.71,627.945M,632.712M
,,,,
Fr,12/2/16,2191.95,593.368M,640.579M
Th,12/1/16,2191.08,750.914M,668.376M
We,11/30/16,2198.81,1.06B,685.699M
Tu,11/29/16,2204.66,588.952M,652.338M
Mo,11/28/16,2201.72,567.041M,653.892M
,,,,
Fr,11/25/16,2213.35,262.992M,657.936M
We,11/23/16,2204.72,526.712M,680.364M
Tu,11/22/16,2202.94,599.369M,688.881M
Mo,11/21/16,2198.18,578.108M,697.039M
,,,,
Fr,11/18/16,2181.9,676.655M,703.558M
Th,11/17/16,2187.12,576.174M,701.527M
We,11/16/16,2176.94,580.52M,704.442M
Tu,11/15/16,2180.39,694.345M,703.532M
Mo,11/14/16,2164.2,807.422M,692.956M
,,,,
Fr,11/11/16,2164.45,745.938M,674.198M
Th,11/10/16,2167.48,1.01B,668.387M
We,11/9/16,2163.26,1.011B,639.583M
Tu,11/8/16,2139.56,559.758M,609.284M
Mo,11/7/16,2131.52,612.269M,604.812M
,,,,
Fr,11/4/16,2085.18,627.701M,596.373M
Th,11/3/16,2088.66,599.41M,591.478M
We,11/2/16,2097.94,654.469M,589.685M
Tu,11/1/16,2111.72,721.73M,576.946M
Mo,10/31/16,2126.15,675.902M,567.765M
,,,,
Fr,10/28/16,2126.41,646.184M,553.221M
Th,10/27/16,2133.04,619.899M,551.873M
We,10/26/16,2139.43,566.87M,545.313M
Tu,10/25/16,2143.16,535.706M,547.814M
Mo,10/24/16,2151.33,526.044M,550.081M
,,,,
Fr,10/21/16,2141.16,658.777M,549.719M
Th,10/20/16,2141.34,578.266M,560.255M
We,10/19/16,2144.29,556.266M,563.543M
Tu,10/18/16,2139.6,492.69M,563.967M
Mo,10/17/16,2126.5,485.675M,567.141M
,,,,
Fr,10/14/16,2132.98,554.273M,569.91M
Th,10/13/16,2132.55,572.53M,569.405M
We,10/12/16,2139.18,463.376M,567.777M
Tu,10/11/16,2136.73,584.017M,576.439M
Mo,10/10/16,2163.66,457.736M,570.193M
,,,,
Fr,10/7/16,2153.74,625.975M,574.286M
Th,10/6/16,2160.77,521.5M,631.656M
We,10/5/16,2159.73,604.384M,636.284M
Tu,10/4/16,2150.49,569.705M,637.436M
Mo,10/3/16,2161.2,520.611M,644.744M
,,,,
Fr,9/30/16,2168.27,816.815M,655.8M
Th,9/29/16,2151.13,627.6M,650.823M
We,9/28/16,2171.37,562.615M,644.705M
Tu,9/27/16,2159.93,540.297M,641.785M
Mo,9/26/16,2146.1,527.22M,644.659M
,,,,
Fr,9/23/16,2164.69,546.693M,642.645M
Th,9/22/16,2177.18,548.107M,640.284M
We,9/21/16,2163.12,593.313M,648.061M
Tu,9/20/16,2139.76,490.324M,640.138M
Mo,9/19/16,2139.12,519.131M,636.634M
,,,,
Fr,9/16/16,2139.16,1.487B,635.28M
Th,9/15/16,2147.26,590.921M,567.071M
We,9/14/16,2125.77,621.662M,559.492M
Tu,9/13/16,2127.02,679.321M,549.488M
Mo,9/12/16,2159.04,686.449M,535.377M
,,,,
Fr,9/9/16,2127.81,742.157M,528.796M
Th,9/8/16,2181.3,535.837M,513.967M
We,9/7/16,2186.16,518.807M,512.013M
Tu,9/6/16,2186.48,583.417M,510.323M
,,,,
Fr,9/2/16,2179.98,497.007M,501.605M
Th,9/1/16,2170.86,511.281M,498.544M
We,8/31/16,2170.95,664.762M,496.697M
Tu,8/30/16,2176.12,474.473M,482.338M
Mo,8/29/16,2180.38,437.755M,479.56M
,,,,
Fr,8/26/16,2169.04,498.83M,483.413M
Th,8/25/16,2172.47,463.389M,488.651M
We,8/24/16,2175.44,477.228M,491.159M
Tu,8/23/16,2186.9,471.61M,495.815M
Mo,8/22/16,2182.64,467.648M,506.051M
,,,,
Fr,8/19/16,2183.87,587.731M,511.612M
Th,8/18/16,2187.02,519.736M,525.528M
We,8/17/16,2182.22,506.526M,528.933M
Tu,8/16/16,2178.15,493.458M,539.998M
Mo,8/15/16,2190.15,452.636M,543.966M
,,,,
Fr,8/12/16,2184.05,451.102M,550.084M
Th,8/11/16,2185.79,483.575M,555.689M
We,8/10/16,2175.49,449.372M,561.138M
Tu,8/9/16,2181.74,432.802M,564.959M
Mo,8/8/16,2180.89,495.555M,571.137M
,,,,
Fr,8/5/16,2182.87,577.388M,570.92M
Th,8/4/16,2164.25,501.016M,576.009M
We,8/3/16,2163.79,547.067M,578.483M
Tu,8/2/16,2157.03,625.148M,576.839M
Mo,8/1/16,2170.84,551.067M,575.896M
,,,,
Fr,7/29/16,2173.6,796.478M,574.53M
Th,7/28/16,2170.06,570.797M,561.691M
We,7/27/16,2166.58,672.507M,560.564M
Tu,7/26/16,2169.18,552.978M,559.481M
Mo,7/25/16,2168.48,544.409M,566.4M
,,,,
Fr,7/22/16,2175.03,535.183M,567.441M
Th,7/21/16,2165.17,565.301M,592.037M
We,7/20/16,2173.02,506.696M,601.062M
Tu,7/19/16,2163.78,525.463M,615.798M
Mo,7/18/16,2166.89,492.298M,640.371M
,,,,
Fr,7/15/16,2161.74,653.724M,702.064M
Th,7/14/16,2163.75,538.126M,693.915M
We,7/13/16,2152.43,522.404M,692.999M
Tu,7/12/16,2152.14,611.009M,694.282M
Mo,7/11/16,2137.16,530.575M,693.877M
,,,,
Fr,7/8/16,2129.9,603.9M,745.799M
Th,7/7/16,2097.9,553.886M,742.915M
We,7/6/16,2099.73,656.261M,744.916M
Tu,7/5/16,2088.55,656.77M,740.302M
,,,,
Fr,7/1/16,2102.95,560.021M,734.454M
Th,6/30/16,2098.86,904.116M,734.474M
We,6/29/16,2070.77,700.683M,707.153M
Tu,6/28/16,2036.09,727.736M,694.063M
Mo,6/27/16,2000.54,894.063M,682.03M
,,,,
Fr,6/24/16,2037.41,1.418B,658.399M
Th,6/23/16,2113.32,531.486M,602.394M
We,6/22/16,2085.45,524.384M,609.468M
Tu,6/21/16,2088.9,541.656M,612.792M
Mo,6/20/16,2083.25,604.927M,637.562M
,,,,
Fr,6/17/16,2071.22,1.309B,631.913M
Th,6/16/16,2077.99,560.645M,577.102M
We,6/15/16,2071.5,583.906M,579.058M
Tu,6/14/16,2075.32,587.042M,577.881M
Mo,6/13/16,2079.06,569.051M,574.113M
,,,,
Fr,6/10/16,2096.07,560.317M,584.535M
Th,6/9/16,2115.48,494.302M,586.875M
We,6/8/16,2119.12,504.335M,591.571M
Tu,6/7/16,2112.13,547.234M,604.224M
Mo,6/6/16,2109.41,539.604M,606.385M
,,,,
Fr,6/3/16,2099.13,577.617M,608.799M
Th,6/2/16,2105.26,637.598M,610.097M
We,6/1/16,2099.33,574.238M,606.819M
Tu,5/31/16,2096.96,913.2M,603.62M
,,,,
Fr,5/27/16,2099.06,520.206M,580.214M
Th,5/26/16,2090.1,487.243M,585.238M
We,5/25/16,2090.54,589.979M,593.221M
Tu,5/24/16,2076.06,566.248M,596.173M
Mo,5/23/16,2048.04,530.527M,601.251M
,,,,
Fr,5/20/16,2052.32,725.381M,606.476M
Th,5/19/16,2040.04,595.418M,617.826M
We,5/18/16,2047.63,564.733M,624.82M
Tu,5/17/16,2047.21,694.139M,632.95M
Mo,5/16/16,2066.66,579.641M,627.244M
,,,,
Fr,5/13/16,2046.61,575.82M,625.349M
Th,5/12/16,2064.11,597.08M,634.466M
We,5/11/16,2064.46,588.437M,638.786M
Tu,5/10/16,2084.39,526.242M,641.573M
Mo,5/9/16,2058.69,562.123M,646.941M
,,,,
Fr,5/6/16,2057.14,595.556M,646.787M
Th,5/5/16,2050.63,606.989M,654.327M
We,5/4/16,2051.12,634.264M,652.092M
Tu,5/3/16,2063.37,642.409M,652.709M
Mo,5/2/16,2081.43,608.905M,649.839M
,,,,
Fr,4/29/16,2065.3,895.629M,649.103M
Th,4/28/16,2075.81,700.338M,626.176M
We,4/27/16,2095.15,686.671M,622.715M
Tu,4/26/16,2091.7,608.55M,616.627M
Mo,4/25/16,2087.79,551.215M,621.136M
,,,,
Fr,4/22/16,2091.58,712.586M,620.834M
Th,4/21/16,2091.48,661.881M,617.729M
We,4/20/16,2102.4,630.234M,617.041M
Tu,4/19/16,2100.8,606.758M,610.173M
Mo,4/18/16,2094.34,559.824M,609.103M
,,,,
Fr,4/15/16,2080.73,708.649M,603.177M
Th,4/14/16,2082.78,573.46M,596.657M
We,4/13/16,2082.42,643.525M,595.171M
Tu,4/12/16,2061.72,599.364M,589.908M
Mo,4/11/16,2041.99,597.863M,586.358M
,,,,
Fr,4/8/16,2047.6,551.728M,663.56M
Th,4/7/16,2041.91,648.416M,671.342M
We,4/6/16,2066.66,595.345M,669.794M
Tu,4/5/16,2045.17,676.197M,665.966M
Mo,4/4/16,2066.13,546.68M,657.716M
,,,,
Fr,4/1/16,2072.78,666.015M,664.682M
Th,3/31/16,2059.74,651.557M,665.58M
We,3/30/16,2063.95,527.22M,663.327M
Tu,3/29/16,2055.01,590.708M,675.922M
Mo,3/28/16,2037.05,470.923M,681.338M
,,,,
Th,3/24/16,2035.94,610.856M,703.19M
We,3/23/16,2036.71,551.17M,707.569M
Tu,3/22/16,2049.8,564.582M,716.74M
Mo,3/21/16,2051.6,546.117M,729.375M
,,,,
Fr,3/18/16,2049.58,1.756B,750.652M
Th,3/17/16,2040.59,668.462M,679.158M
We,3/16/16,2027.22,625.199M,674.942M
Tu,3/15/16,2015.93,537.918M,678.047M
Mo,3/14/16,2019.64,552.449M,684.872M
,,,,
Fr,3/11/16,2022.19,651.167M,693.42M
Th,3/10/16,1989.57,679.497M,708.61M
We,3/9/16,1989.26,617.763M,712.796M
Tu,3/8/16,1979.26,716.14M,726.755M
Mo,3/7/16,2001.76,671.946M,735.967M
,,,,
Fr,3/4/16,1999.99,798.711M,745.173M
Th,3/3/16,1993.4,676.537M,756.448M
We,3/2/16,1986.45,688.729M,762.869M
Tu,3/1/16,1978.35,754.116M,774.144M
Mo,2/29/16,1932.23,865.264M,792.547M
,,,,
Fr,2/26/16,1948.05,683.477M,793.417M
Th,2/25/16,1951.7,605.224M,806.937M
We,2/24/16,1929.8,671.767M,829.032M
Tu,2/23/16,1921.27,640.29M,838.667M
Mo,2/22/16,1945.5,680.678M,844.269M
,,,,
Fr,2/19/16,1917.78,879.011M,880.948M
Th,2/18/16,1917.83,742.292M,877.89M
We,2/17/16,1926.82,827.138M,882.606M
Tu,2/16/16,1895.58,854.33M,874.606M
,,,,
Fr,2/12/16,1864.78,810.027M,869.231M
Th,2/11/16,1829.08,967.844M,869.982M
We,2/10/16,1851.86,772.848M,863.17M
Tu,2/9/16,1852.21,857.852M,884.448M
Mo,2/8/16,1853.44,1.03B,886.711M
,,,,
Fr,2/5/16,1880.05,878.324M,898.484M
Th,2/4/16,1915.45,886.268M,902.027M
We,2/3/16,1912.53,936.652M,902.036M
Tu,2/2/16,1903.03,816.299M,890.813M
Mo,2/1/16,1939.38,724.322M,888.948M
,,,,
Fr,1/29/16,1940.24,1.231B,895.306M
Th,1/28/16,1893.36,833.137M,871.686M
We,1/27/16,1882.95,813.038M,865.848M
Tu,1/26/16,1903.63,707.141M,853.581M
Mo,1/25/16,1877.08,773.7M,860.949M
,,,,
Fr,1/22/16,1906.9,821.294M,841.882M
Th,1/21/16,1868.99,865.664M,809.733M
We,1/20/16,1859.33,1.092B,777.972M
Tu,1/19/16,1881.33,891.806M,730.12M
,,,,
Fr,1/15/16,1880.33,1.207B,687.514M
Th,1/14/16,1921.84,931.479M,643.994M
We,1/13/16,1890.28,886.397M,619.226M
